timestamp,symbol,direction,entry,exit,pnl,reason
2026-05-02 11:30:09,ETHUSDT,BUY,2304.65,2302.47,-2.180000000000291,signal_flip
2026-05-02 11:32:53,ETHUSDT,SELL,2303.37,2303.66,-0.2899999999999636,signal_flip
